row_number,title,detail_url,resource_id,contracting_authority,info,date_published,submission_deadline,procedure,status,notice_pdf_url,award_date,estimated_value,cycle
294,Call for Tender for the provision of Hot Meals under the School Meals Scheme to St. Michael's NS,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6917440,6917440,St. Michael's National School (Cootehill),,Tue Nov 04 13:52:22 GMT 2025,Wed Nov 26 00:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6917440,,410000.0,1
295,"Call for Tender for the provision of Hot Meals under the School Meals Scheme to Springdale NS, 18646B",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6917837,6917837,Springdale National School,,Tue Nov 04 13:13:43 GMT 2025,Tue Nov 25 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6917837,,345945.6,1
296,Call for Tender for the provision of Hot Meals under the School Meals Scheme to Scoil Naomh Pádraig 18234B,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6718840,6718840,Scoil Naomh Padraig (Oram NS),,Tue Nov 04 12:59:04 GMT 2025,Tue Nov 25 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6718840,,150259.0,1
297,"Single Party Contract for the development, implementation and on-going support for the FXC PaaS eCommerce Solution",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6916765,6916765,Irish Manufacturing Research CLG,,Tue Nov 04 12:37:36 GMT 2025,Fri Nov 21 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6916765,,,1
298,"The provision of a mapping exercise to identify existing CPD opportunities available to Early Learning and Care (ELC), School-Age Childcare (SAC) and Childminding Sector Services to DCDE",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6898679,6898679,Department of Children Disability and Equality,,Tue Nov 04 12:30:04 GMT 2025,Thu Dec 04 14:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6898679,,80000.0,1
299,Request for Tender Electric Bikes and Accessories,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6917597,6917597,Athlone Baysports,,Tue Nov 04 12:27:25 GMT 2025,Tue Nov 25 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6917597,,89000.0,1
300,REQUEST FOR TENDER (RfT) [10 electric pedal boats],https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6916356,6916356,Athlone Baysports,,Tue Nov 04 11:53:39 GMT 2025,Tue Nov 25 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6916356,,120000.0,1
301,Provision of Support Services for EU Projects to MTU,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6916282,6916282,Munster Technological University.,,Tue Nov 04 11:28:29 GMT 2025,Mon Nov 24 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6916282,,,1
302,"Call for Tender for the provision of Hot School Meals under the School Meals Scheme to Killygarry N.S., 14399N",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6914912,6914912,Killygarry National School,,Tue Nov 04 11:17:27 GMT 2025,Tue Nov 25 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6914912,,349440.0,1
303,"Flooring and Line Marking for Car Park and FM Logistics Dock at the National Children's Hospital, Ireland (NCHI)",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6911255,6911255,Children's Health Ireland (CHI),,Tue Nov 04 11:08:07 GMT 2025,Mon Dec 08 17:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6911255,,1.0,1
304,LA3486C-TCD-CFT for the supply of Autoclaves (Qty x 2),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6914231,6914231,Education Procurement Service (EPS),,Tue Nov 04 10:58:27 GMT 2025,Mon Dec 08 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6914231,,130000.0,1
305,"Call for tender for the provision of Hot School Meals Scoil Lios Teilic, Tralee, 09260B",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6908375,6908375,Listellick Primary School,,Tue Nov 04 10:53:49 GMT 2025,Mon Dec 08 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6908375,,369000.0,1
306,Meath Co Co - MH-COMM-25-01 - Development of a Local Sports Plan for Meath County Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6915172,6915172,Meath County Council,,Tue Nov 04 10:31:56 GMT 2025,Thu Nov 27 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6915172,,25000.0,1
307,"cFT Call for tender for the Supply,Delivery and Installation of Engineering tools and equipment to Heywood,Community School,Ballinakill,Co Laois",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6913871,6913871,Heywood Community School,,Tue Nov 04 09:02:28 GMT 2025,Fri Nov 28 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6913871,,350000.0,1
308,Request for Tenders for the provision of Water Hygiene (Legionella) Risk Assessments and Advisory Reports,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6905540,6905540,Co-operative Housing Ireland,,Tue Nov 04 04:40:15 GMT 2025,Wed Dec 10 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6905540,,150000.0,1
309,"Provision of Services for Consulting Engineer for the Kildysart Coolmeen Group Water Scheme for the installation of Water Mains, water meters and ancillary works",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6892257,6892257,Kildysart Coolmeen Group Water Scheme,,Tue Nov 04 04:21:14 GMT 2025,Thu Nov 20 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6892257,,,1
310,Provision of Subscription Agreements for Access to 4 Lots of Electronic Journals 481,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6904348,6904348,Maynooth University,,Tue Nov 04 04:20:42 GMT 2025,Fri Dec 05 12:00:00 GMT 2025,Restricted,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6904348,,1000000.0,1
311,TG4 - Airtime Sales System/Córas Díolacháin Aer-Ama,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6899322,6899322,TG4,,Tue Nov 04 04:00:44 GMT 2025,Tue Dec 02 00:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6899322,,600000.0,1
312,Laois County Council tender for the provision of the Dog Warden Service in County Laois and for the management and operation of the Dog Pound at Ballacolla for Laois County Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6894615,6894615,Laois County Council,,Tue Nov 04 03:32:12 GMT 2025,Mon Dec 01 16:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6894615,,1000000.0,1
313,Pre-Qualification Questionnaire (PQQ) for the provision of a Licensing Solution [557],https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6897306,6897306,Commission for Regulation of Utilities,,Tue Nov 04 03:31:59 GMT 2025,Fri Dec 05 12:00:00 GMT 2025,Restricted,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6897306,,,1
314,Metalwork/Technology classroom materials for Junior and Leaving Cert cycles in Post Primary Schools under KWETB,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6888698,6888698,Kildare and Wicklow Education and Training Board,,Tue Nov 04 03:31:48 GMT 2025,Mon Nov 24 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6888698,,760000.0,1
315,Call for Tender for the provision of Hot Meals under the School Meals Scheme to Rush National School Dublin 19660A,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6892724,6892724,Rush National School,,Tue Nov 04 03:31:43 GMT 2025,Fri Dec 05 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6892724,,1219545.0,1
316,SINGLE PARTY FRAMEWORK FOR PROVISION OF RACEDAY BETTING MONITORING SERVICES TO THE IRISH HORSERACING REGULARITY BOARD,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6899127,6899127,The Irish Horseracing Regulatory Board,,Tue Nov 04 03:31:31 GMT 2025,Mon Dec 08 11:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6899127,,1000000.0,1
317,DLR Co Co - Clonmore Park Playground Upgrade,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6831703,6831703,Dun Laoghaire-Rathdown County Council,,Tue Nov 04 03:31:30 GMT 2025,Thu Dec 11 17:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6831703,,,1
318,The Supply of a Student Placement Management System for Mary Immaculate College.,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6898835,6898835,Mary Immaculate College,,Tue Nov 04 03:31:21 GMT 2025,Sat Nov 29 00:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6898835,,250000.0,1
319,25P073 RTÉ Learning Management System,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6898505,6898505,Raidió Teilifís Éireann ( RTÉ ),,Tue Nov 04 03:31:17 GMT 2025,Mon Dec 01 13:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6898505,,250000.0,1
320,Multi-Party Framework Agreement for HSE D.T.S.Framework 2024 FW05:Non-Acute Healthcare Capital Works project value €15M - €60M excl. VAT for IHA1 and IHA2 - Dublin Sth City + West and Dublin Sth West,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6899286,6899286,Health Service Executive (HSE),,Tue Nov 04 03:30:54 GMT 2025,Mon Dec 01 12:00:00 GMT 2025,Restricted,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6899286,,,1
321,Single Party Framework Agreement for the provision of Traffic Management and Bollard Management for Dublin City Council,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6881622,6881622,Dublin City Council,,Tue Nov 04 03:30:53 GMT 2025,Fri Dec 05 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6881622,,3000000.0,1
322,Call for Tender for the provision of Hot Meals under the School Meals Scheme to St.Patrick's Curtlestown,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6717871,6717871,St. Patrick's National School (Enniskerry),,Mon Nov 03 20:33:11 GMT 2025,Mon Nov 24 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6717871,,83865.6,1
323,Lakes Sampling Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6911962,6911962,Galway County Council,,Mon Nov 03 16:39:28 GMT 2025,Thu Dec 04 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6911962,,,1
324,"Cft Call for Tender for the Supply, Delivery and Installation of Equipment for Art,Music,PE and Engineering to John the Baptist Community School,Hospital,Co Limerick",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6910733,6910733,John the Baptist Community School,,Mon Nov 03 16:37:07 GMT 2025,Thu Nov 27 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6910733,,450000.0,1
325,"Meath Co Co - MH-PLA-25-05 - Multi-disciplinary consultancy services, to undertake the preparation of a Retail Strategy for County Meath.",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6910589,6910589,Meath County Council,,Mon Nov 03 15:27:31 GMT 2025,Mon Dec 01 00:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6910589,,100000.0,1
326,"Supply, installation and commissioning of a complete Breathing Apparatus charging/filling system to include a Breathing Air compressor, High Pressure storage system and filling panel for Mayo CC.",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6909494,6909494,Mayo County Council_1127,,Mon Nov 03 14:49:27 GMT 2025,Wed Nov 26 17:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6909494,,,1
327,Tender for the Construction and Installation of a 3G Synthetic Football Pitch – Athy Town FC (96 x 74m),https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6908889,6908889,Athy Town FC,,Mon Nov 03 14:32:05 GMT 2025,Mon Nov 24 00:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6908889,,,1
328,Call for tender for the provision of Hot School Meals under the school meals scheme- Gaelscoil Ui Chéadaigh 20016D,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6907889,6907889,Gaelscoil Uí Chéadaigh,,Mon Nov 03 14:19:09 GMT 2025,Fri Nov 28 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6907889,,290035.2,1
329,Request for Tender (RFT) for provision of Training Services to County Tipperary Chamber Skillnet 2026-2028,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6882105,6882105,County Tipperary Chamber of Commerce,,Mon Nov 03 12:30:35 GMT 2025,Tue Dec 09 17:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6882105,,220000.0,1
330,Main Works associated with the Rail Siding and Container yard within Foynes Port,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6905215,6905215,Shannon Foynes Port Company,,Mon Nov 03 12:09:53 GMT 2025,Wed Nov 26 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6905215,,,1
331,"Tender for the Construction and Installation of a 3G Synthetic Football Pitch – Kildare AFC (5,917 m²)",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6904566,6904566,Kildare Town Association Football Club,,Mon Nov 03 11:11:35 GMT 2025,Mon Nov 24 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6904566,,,1
332,The supply of Beauty Therapy Equipment for WWETB,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6903733,6903733,Waterford and Wexford Education and Training Board_110494,,Mon Nov 03 10:34:58 GMT 2025,Thu Nov 27 13:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6903733,,210000.0,1
333,Proposed Clubhouse for Na Rossa CLG,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6901129,6901129,CLG Na Rossa,,Mon Nov 03 10:27:18 GMT 2025,Fri Dec 12 00:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6901129,,1000000.0,1
334,Request for Tenders for the provision of Payroll Services,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6903292,6903292,Housing Finance Agency plc,,Mon Nov 03 10:17:40 GMT 2025,Tue Dec 02 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6903292,,140000.0,1
335,Gaelscoil na Fuinseoige 20487T,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6895284,6895284,Gaelscoil Na Fuinseoige - (20487T),,Mon Nov 03 05:00:27 GMT 2025,Fri Dec 05 15:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6895284,,770515.2,1
336,Removal and Treatment of Waste Diesel Laundering Sludge in County Louth,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6895955,6895955,Louth County Council_381,,Mon Nov 03 04:50:23 GMT 2025,Mon Dec 01 12:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6895955,,,1
337,25/023 - Managed Bandwidth Services Provider and Outsourced Network Operations Centre,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6886190,6886190,Gas Networks Ireland,,Mon Nov 03 04:40:27 GMT 2025,Fri Nov 28 00:00:00 GMT 2025,Negotiated with prior call for competition,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6886190,,,1
338,Provision of Portable Fire Equipment Services to Bus Éireann for the Inspection and Testing of Fire Extinguishers at Bus Éireann Facilities and Bus Éireann Vehicles,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6704964,6704964,Bus Eireann/Irish Bus,,Mon Nov 03 04:31:14 GMT 2025,Fri Dec 05 12:00:00 GMT 2025,Negotiated with prior call for competition,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6704964,,500000.0,1
339,Provision of Assigned Certifier and Design Certifier Consultancy Services for 61no. social housing units in three separate projects in Co.Donegal,https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6894266,6894266,Donegal County Council_1193,,Mon Nov 03 04:30:29 GMT 2025,Fri Dec 05 14:00:00 GMT 2025,Open,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6894266,,100000.0,1
340,"Works Contractor and as PSCS, HSE DML, HSE Pathfinder Decarbonisation Programme, Decarbonisation and Energy Upgrade of Regional Hospital Mullingar",https://www.etenders.gov.ie/epps/cft/prepareViewCfTWS.do?resourceId=6894352,6894352,Health Service Executive (HSE),,Mon Nov 03 04:20:52 GMT 2025,Tue Dec 02 12:00:00 GMT 2025,Restricted,Tender Submission,https://www.etenders.gov.ie/epps/cft/downloadNoticeForAdvSearch.do?resourceId=6894352,,,1
